gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG09260OM6	True	True	0.0773926927773081	0.0052099295127183	819	753	142	142	0.9285714285714286	0.9285714285714286	False	False	0.9194139194139194	1.0
EOG09260OQ8	True	True	0.2735408773952671	0.0034491056388866	1401	959	413	413	0.9285714285714286	0.9285714285714286	False	False	0.6845110635260528	1.0
EOG09260OZU	True	True	0.4681256635459898	0.0826522038041402	3188	1007	1281	673	0.9285714285714286	0.9285714285714286	False	False	0.3158720200752823	0.5253708040593287
EOG09260P2K	True	True	0.0906951286261631	0.0072039072039072	1305	1170	571	558	1.0	1.0	False	False	0.896551724137931	0.9772329246935202
EOG09260P5R	True	True	0.2657722987672226	0.1264687693259122	1773	1386	759	707	1.0	1.0	False	False	0.7817258883248731	0.9314888010540184
EOG09260PI1	True	True	0.235349597585513	0.0138815673871024	1136	813	342	313	1.0	1.0	False	False	0.715669014084507	0.9152046783625731
EOG09260PJ9	True	True	0.424821579775009	0.0860371267150928	2362	885	904	474	1.0	1.0	False	False	0.3746824724809483	0.5243362831858407
EOG09260QNB	True	True	0.052607994264205	0.002184650455927	797	752	287	286	1.0	1.0	False	False	0.9435382685069009	0.9965156794425087
EOG09260QVP	True	True	0.547625659539017	0.0042386185243328	2493	980	572	566	0.9285714285714286	0.9285714285714286	False	False	0.39310068190934616	0.9895104895104895
EOG09260R84	True	True	0.2623869801084991	0.020159732062347	1580	1109	669	644	1.0	1.0	False	False	0.7018987341772152	0.9626307922272048
EOG09260R9L	True	True	0.2525252525252525	0.0018854242204496	1386	985	247	240	1.0	1.0	False	False	0.7106782106782107	0.97165991902834
EOG09260RGH	True	True	0.1632366697848456	0.0748799519807923	1069	952	393	387	1.0	1.0	False	False	0.8905519176800748	0.9847328244274809
EOG09260RNZ	False	False	0.3461331901181525	0.0523989898989898	1862	792	259	197	0.4285714285714285	0.4285714285714285	False	False	0.4253490870032223	0.7606177606177607
EOG09260RRC	True	True	0.1231808731808731	0.0019841269841269	962	828	233	231	1.0	1.0	False	False	0.8607068607068608	0.9914163090128756
EOG09260RRN	True	True	0.2351169908184421	0.0170223909912269	1447	1091	332	327	1.0	1.0	False	False	0.7539737387698687	0.9849397590361446
EOG09260RS7	True	True	0.4052400801169274	0.0029368575624082	1421	681	322	318	0.9285714285714286	0.9285714285714286	False	False	0.4792399718508093	0.9875776397515528
EOG09260RVQ	True	True	0.2790200755317034	0.0189951424635684	1548	1061	548	525	0.9285714285714286	0.9285714285714286	False	False	0.6854005167958657	0.958029197080292
EOG09260S2Z	True	True	0.3269502774453269	0.0024748250554702	1313	837	316	313	1.0	1.0	False	False	0.6374714394516374	0.990506329113924
EOG09260S3L	True	True	0.0919765166340508	0.0480707908163265	949	896	432	435	1.0	1.0	False	False	0.9441517386722866	1.0069444444444444
EOG09260S5R	True	True	0.3780788177339901	0.0103056147832267	1044	603	214	198	1.0	1.0	False	False	0.5775862068965517	0.9252336448598131
EOG09260SAH	True	True	0.2507950642411907	0.0094752186588921	1123	784	423	394	1.0	1.0	False	False	0.6981300089047195	0.9314420803782506
EOG09260SIZ	True	True	0.2001829547187071	0.0107816711590296	937	742	292	291	1.0	1.0	False	False	0.791889007470651	0.9965753424657534
EOG09260SJV	True	True	0.1055690072639225	0.0048543689320388	1180	1030	486	467	1.0	1.0	False	False	0.8728813559322034	0.9609053497942387
EOG09260SL3	True	True	0.3200315840621963	0.0017579570688378	1176	772	175	175	1.0	1.0	False	False	0.6564625850340136	1.0
EOG09260SR2	True	True	0.062828256302521	0.0056242969628796	1088	1016	473	472	1.0	1.0	False	False	0.9338235294117647	0.9978858350951374
EOG09260SRF	True	True	0.0198581560283687	0.0055578427336352	705	694	78	78	1.0	1.0	False	False	0.9843971631205674	1.0
EOG09260T28	True	True	0.0184537066496977	0.0021127905086949	898	879	197	196	1.0	1.0	False	False	0.9788418708240535	0.9949238578680203
EOG09260T4S	True	True	0.1866396761133603	0.0032017075773745	1235	937	480	454	1.0	1.0	False	False	0.7587044534412956	0.9458333333333333
EOG09260TDY	True	True	0.2188305747317641	0.014455110107284	1093	805	412	390	0.7857142857142857	0.7857142857142857	False	False	0.7365050320219579	0.9466019417475728
EOG09260THV	True	True	0.0228196311347296	0.0006420545746388	457	445	164	163	1.0	1.0	False	False	0.973741794310722	0.9939024390243902
EOG09260TLW	True	True	0.5974885844748858	0.0034103827207275	2190	754	243	241	1.0	1.0	False	False	0.34429223744292237	0.9917695473251029
EOG09260TPT	True	True	0.2982560017224674	0.0176555949693647	1327	886	501	479	1.0	1.0	False	False	0.66767143933685	0.9560878243512974
EOG09260TUT	True	True	0.4019666988416988	0.0029670329670329	1184	650	206	205	1.0	1.0	False	False	0.5489864864864865	0.9951456310679612
EOG09260TVA	True	True	0.0098002261590652	0.0031344984802431	758	752	130	129	1.0	1.0	False	False	0.9920844327176781	0.9923076923076923
EOG09260TWS	False	True	0.609033931272963	0.0251322751322751	2644	702	474	345	1.0	1.0	True	False	0.26550680786686837	0.7278481012658228
EOG09260U6R	True	True	0.2823942325934357	0.0137940453428025	1506	1046	402	385	1.0	1.0	False	False	0.6945551128818062	0.9577114427860697
EOG09260UA2	True	True	0.1152227959456875	0.0045616377392078	747	642	217	210	1.0	1.0	False	False	0.8594377510040161	0.967741935483871
EOG09260UJK	True	True	0.2407692307692307	0.0566100566100566	900	693	321	320	0.9285714285714286	0.9285714285714286	False	False	0.77	0.9968847352024922
EOG09260UXC	True	True	0.5019359259893781	0.0134532849125123	2245	932	548	507	0.9285714285714286	0.9285714285714286	False	False	0.4151447661469933	0.9251824817518248
EOG09260V5Q	True	True	0.2031332979288369	0.0130559299191374	1076	848	308	306	1.0	1.0	False	False	0.7881040892193308	0.9935064935064936
EOG09260V8Q	True	True	0.1519966254218222	0.0463673469387755	1016	875	418	410	1.0	1.0	False	False	0.8612204724409449	0.9808612440191388
EOG09260VCG	True	True	0.0842391304347826	0.004524886877828	736	663	364	357	1.0	1.0	False	False	0.9008152173913043	0.9807692307692307
EOG09260VEY	True	True	0.4802053277863517	0.0175778340533293	2129	959	576	563	1.0	1.0	False	False	0.4504462188821043	0.9774305555555556
EOG09260VHV	True	True	0.1873396065012831	0.0068418171866447	1002	783	342	324	1.0	1.0	False	False	0.781437125748503	0.9473684210526315
EOG09260VTA	True	True	0.1290144575653901	0.0037179487179487	697	600	188	188	0.9285714285714286	0.9285714285714286	False	False	0.860832137733142	1.0
EOG09260VTN	True	True	0.4192425508214982	0.0189150606709493	2565	1401	749	725	1.0	1.0	False	False	0.5461988304093567	0.9679572763684913
EOG09260VYK	True	True	0.1163532763532763	0.0053142022053939	675	579	241	231	0.9285714285714286	0.9285714285714286	False	False	0.8577777777777778	0.9585062240663901
EOG09260W52	True	True	0.4002222062934557	0.0314824313926647	1993	1114	655	634	1.0	1.0	False	False	0.5589563472152533	0.9679389312977099
EOG09260W8D	True	True	0.443301202209466	0.0155875299760191	1319	417	495	236	1.0	1.0	False	False	0.3161485974222896	0.4767676767676768
EOG09260W9L	True	True	0.1902726902726902	0.0552389037108901	1404	1178	555	552	1.0	1.0	False	False	0.8390313390313391	0.9945945945945946
EOG09260WCZ	True	True	0.1150473113316409	0.0185883270505654	1238	1099	544	538	1.0	1.0	False	False	0.8877221324717286	0.9889705882352942
EOG09260WG2	True	True	0.4159853008727607	0.0525606469002695	1555	795	229	225	1.0	1.0	False	False	0.5112540192926045	0.982532751091703
EOG09260WGT	True	True	0.5954116159738232	0.091743119266055	1921	763	339	339	1.0	1.0	False	False	0.3971889640812077	1.0
EOG09260WU6	True	True	0.2055256064690027	0.0144255988809232	1060	817	320	303	1.0	1.0	False	False	0.7707547169811321	0.946875
EOG09260WUA	True	True	0.4128314798973481	0.026700136923779	1670	939	542	537	1.0	1.0	False	False	0.5622754491017964	0.9907749077490775
EOG09260WUS	True	True	0.0252289892334886	0.0028141036252276	889	863	300	296	1.0	1.0	False	False	0.9707536557930259	0.9866666666666667
EOG09260WYQ	True	True	0.1362433862433862	0.0112232030264817	756	610	267	232	0.9285714285714286	0.9285714285714286	False	False	0.8068783068783069	0.8689138576779026
EOG09260XH5	True	True	0.1327003753587988	0.03266395526182	647	562	319	313	1.0	1.0	False	False	0.8686244204018547	0.9811912225705329
EOG09260XL0	True	True	0.3834221748400853	0.0062541145490454	1340	651	364	227	1.0	1.0	False	False	0.48582089552238805	0.6236263736263736
EOG09260XMI	True	True	0.1064122399862472	0.0034106412005457	831	733	290	286	1.0	1.0	False	False	0.8820697954271961	0.9862068965517241
EOG09260XOG	True	True	0.0333017975402081	0.0067793279622715	755	727	151	146	1.0	1.0	False	False	0.9629139072847682	0.9668874172185431
EOG09260XQV	True	True	0.0747795414462081	0.0126918536009445	810	726	421	395	1.0	1.0	False	False	0.8962962962962963	0.9382422802850356
EOG09260XSR	True	True	0.5182808179428532	0.0602957906712172	2663	879	539	360	0.7857142857142857	0.7857142857142857	False	False	0.33007885843034174	0.6679035250463822
EOG09260Y2Q	True	True	0.090308951676789	0.0048104956268221	541	490	119	118	1.0	1.0	False	False	0.9057301293900185	0.9915966386554622
EOG09260YMF	True	True	0.1814242380470894	0.0042451088962716	989	774	305	281	1.0	1.0	False	False	0.782608695652174	0.921311475409836
EOG09260Z3X	True	True	0.0244548604035051	0.0027431947668284	701	677	187	180	1.0	1.0	False	False	0.9657631954350927	0.9625668449197861
EOG09260Z5E	True	True	0.048761718203442	0.0050914994096812	1021	968	331	328	1.0	1.0	False	False	0.9480901077375122	0.9909365558912386
EOG09260ZG2	True	True	0.2811653116531165	0.0134575569358178	984	644	323	289	0.8571428571428571	0.8571428571428571	False	False	0.6544715447154471	0.8947368421052632
EOG09260ZWU	True	True	0.0544503515691991	0.0137085137085137	833	792	111	109	1.0	1.0	False	False	0.9507803121248499	0.9819819819819819
EOG09261031	True	True	0.1677154231411326	0.038687340057203	599	511	260	260	0.9285714285714286	0.9285714285714286	False	False	0.8530884808013356	1.0
EOG092610KH	False	True	0.6639818368560463	0.0068812976161218	2846	626	195	194	0.9285714285714286	0.9285714285714286	True	False	0.21995783555867884	0.9948717948717949
EOG092610LP	True	True	0.2701180257510729	0.0704674220963172	932	706	322	321	0.8571428571428571	0.8571428571428571	False	False	0.7575107296137339	0.9968944099378882
EOG092610LQ	True	True	0.371998371998372	0.0120048019207683	1404	833	450	432	1.0	1.0	False	False	0.5933048433048433	0.96
EOG092610QT	True	True	0.1164431898376852	0.0188008712598876	763	671	444	440	0.9285714285714286	0.9285714285714286	False	False	0.8794233289646134	0.990990990990991
EOG092610TN	True	True	0.0202949104169969	0.0019502681618722	901	879	208	205	1.0	1.0	False	False	0.9755826859045506	0.9855769230769231
EOG092610VI	True	True	0.3041224489795918	0.0200628474740149	1750	1182	576	565	1.0	1.0	False	False	0.6754285714285714	0.9809027777777778
EOG092610ZY	True	True	0.2978178284300733	0.0111182934712346	1617	1105	323	320	1.0	1.0	False	False	0.6833642547928263	0.9907120743034056
EOG09261127	True	True	0.1039717196922437	0.0014191106906338	687	604	84	84	1.0	1.0	False	False	0.8791848617176128	1.0
EOG0926112A	True	True	0.0631469979296066	0.0092653436719674	1173	1087	322	312	1.0	1.0	False	False	0.9266837169650469	0.968944099378882
EOG09261145	True	True	0.0101422550052687	0.000801282051282	584	576	111	109	0.9285714285714286	0.9285714285714286	False	False	0.9863013698630136	0.9819819819819819
EOG0926115P	True	True	0.2695937090432503	0.0841211484593837	1090	816	409	384	1.0	1.0	False	False	0.7486238532110092	0.9388753056234719
EOG0926115V	True	True	0.0543336236933797	0.0106506135679555	656	617	266	263	1.0	1.0	False	False	0.9405487804878049	0.9887218045112782
EOG092611G7	True	True	0.5458937198067633	0.0371875	2070	800	421	418	0.8571428571428571	0.8571428571428571	False	False	0.3864734299516908	0.9928741092636579
EOG092611HB	True	True	0.1755681818181818	0.0046938775510204	880	700	227	215	1.0	1.0	False	False	0.7954545454545454	0.947136563876652
EOG09261225	True	True	0.1282003710575139	0.0332153269471053	770	686	127	127	1.0	1.0	False	False	0.8909090909090909	1.0
EOG0926129I	True	True	0.074945295404814	0.0098055790363482	914	845	348	347	1.0	1.0	False	False	0.9245076586433261	0.9971264367816092
EOG092612AK	True	True	0.2622215183190793	0.0038655462184873	1353	850	388	297	1.0	1.0	False	False	0.6282335550628233	0.7654639175257731
EOG092612CC	True	True	0.3830392714854866	0.0114795918367346	753	392	206	171	1.0	1.0	False	False	0.5205843293492696	0.8300970873786407
EOG092612J3	True	True	0.3492138791000271	0.0143784786641929	1054	616	383	359	1.0	1.0	False	False	0.5844402277039848	0.9373368146214099
EOG092612LP	True	True	0.5967984810789577	0.0033395176252319	2182	770	285	280	1.0	1.0	False	False	0.3528872593950504	0.9824561403508771
EOG092612MY	True	True	0.105659869439397	0.0139035816835423	1143	1018	466	463	0.9285714285714286	0.9285714285714286	False	False	0.8906386701662292	0.9935622317596566
EOG092612XD	True	True	0.2798596005536879	0.0174339998576816	1556	1081	570	557	0.9285714285714286	0.9285714285714286	False	False	0.6947300771208226	0.9771929824561404
EOG0926131E	True	True	0.1961189099917423	0.0055081734186211	519	402	128	119	1.0	1.0	False	False	0.7745664739884393	0.9296875
EOG0926133I	False	True	0.6323315238977889	0.0040322580645161	2158	620	250	239	1.0	1.0	True	False	0.2873030583873957	0.956
EOG0926137U	True	True	0.0827776989643921	0.0159161490683229	1007	920	295	289	1.0	1.0	False	False	0.913604766633565	0.9796610169491525
EOG092613QA	True	True	0.3740227434257285	0.0756190476190476	1206	750	480	475	1.0	1.0	False	False	0.6218905472636815	0.9895833333333334
EOG092613R2	True	True	0.0483391608391608	0.0105562695061501	880	838	358	355	0.9285714285714286	0.9285714285714286	False	False	0.9522727272727273	0.9916201117318436
EOG092613S3	True	True	0.1464103498542274	0.0025235900811937	784	651	261	255	1.0	1.0	False	False	0.8303571428571429	0.9770114942528736
EOG092613UB	True	True	0.3646903205726735	0.0397245317880238	2754	1701	1054	1036	1.0	1.0	False	False	0.6176470588235294	0.9829222011385199
EOG09261404	True	True	0.3899221738556918	0.0082072326237496	2166	1114	572	509	1.0	1.0	False	False	0.5143120960295475	0.8898601398601399
EOG0926140Q	True	True	0.575122437121275	0.0009920634920634	1721	648	88	86	1.0	1.0	False	False	0.3765252760023242	0.9772727272727273
EOG0926142H	True	True	0.211729160210722	0.0039280545792846	922	691	229	218	1.0	1.0	False	False	0.7494577006507592	0.9519650655021834
EOG0926142Y	True	True	0.3041022075438901	0.0039411455596426	1046	692	185	185	0.7857142857142857	0.7857142857142857	False	False	0.6615678776290631	1.0
EOG0926146A	True	True	0.1810921433562943	0.0110848747212383	1431	1089	531	484	1.0	1.0	False	False	0.7610062893081762	0.911487758945386
EOG09261476	True	True	0.1983907592062395	0.0230560578661844	1447	1106	579	540	1.0	1.0	False	False	0.7643400138217	0.9326424870466321
EOG092614DJ	True	True	0.2679206914082359	0.0136396267049533	843	597	319	312	1.0	1.0	False	False	0.708185053380783	0.9780564263322884
EOG092614E6	True	True	0.0544167371090448	0.0010091948867459	676	637	86	86	1.0	1.0	False	False	0.9423076923076923	1.0
EOG092614O9	True	True	0.3291825821237586	0.0198867212083071	1870	1135	593	584	1.0	1.0	False	False	0.606951871657754	0.984822934232715
EOG092614UB	True	True	0.4578540054381928	0.0101738024586689	1366	674	326	300	1.0	1.0	False	False	0.493411420204978	0.9202453987730062
EOG092614ZG	True	True	0.4938927243759957	0.0403286978508217	1345	565	323	248	1.0	1.0	False	False	0.4200743494423792	0.7678018575851393
EOG0926158Y	True	True	0.4703791469194313	0.0062111801242236	1688	805	499	487	1.0	1.0	False	False	0.4768957345971564	0.9759519038076152
EOG092615CC	True	True	0.1099686776521857	0.0052910052910052	1049	918	418	408	1.0	1.0	False	False	0.8751191611058151	0.9760765550239234
EOG092615IE	True	True	0.066906607604282	0.0087896544756516	774	707	278	264	1.0	1.0	False	False	0.91343669250646	0.9496402877697842
EOG092615SM	True	True	0.1031313288674248	0.0048154093097913	917	801	350	336	1.0	1.0	False	False	0.8735005452562704	0.96
EOG092615Y4	True	True	0.2785388127853881	0.0356546625327927	876	599	196	185	1.0	1.0	False	False	0.6837899543378996	0.9438775510204082
EOG09261660	True	True	0.1674489893667975	0.0080597368732961	803	649	358	348	0.9285714285714286	0.9285714285714286	False	False	0.8082191780821918	0.9720670391061452
EOG09261666	False	True	0.6044441329034067	0.0076873798846893	2038	669	268	265	1.0	1.0	True	False	0.3282630029440628	0.9888059701492538
EOG092616QN	True	True	0.0640608034744842	0.0012487512487512	921	858	220	220	1.0	1.0	False	False	0.9315960912052117	1.0
EOG092616YZ	True	True	0.0673323092677931	0.0296799570892186	837	799	204	204	1.0	1.0	False	False	0.954599761051374	1.0
EOG09261727	True	True	0.2629080118694362	0.0302314309947897	1685	1179	597	542	1.0	1.0	False	False	0.6997032640949555	0.9078726968174204
EOG092617AN	True	True	0.2547353513896265	0.0061417516275641	1614	1163	409	397	1.0	1.0	False	False	0.7205700123915737	0.9706601466992665
EOG092617RN	True	True	0.0818525736558523	0.0	671	584	73	70	0.9285714285714286	0.9285714285714286	False	False	0.8703427719821163	0.958904109589041
EOG092617RY	True	True	0.0679690679690679	0.0016611295681063	702	645	260	256	1.0	1.0	False	False	0.9188034188034188	0.9846153846153847
EOG092617S2	True	True	0.1547435615232225	0.0133136094674556	826	676	255	248	0.7857142857142857	0.7857142857142857	False	False	0.8184019370460048	0.9725490196078431
EOG09261801	True	True	0.103072853072853	0.0059985885673959	756	654	272	254	0.9285714285714286	0.9285714285714286	False	False	0.8650793650793651	0.9338235294117647
EOG092618J9	True	True	0.4984312905249948	0.0189411227749885	1366	626	244	241	1.0	1.0	False	False	0.4582723279648609	0.9877049180327869
EOG092618M2	True	True	0.2714371980676328	0.0118012422360248	1656	1150	536	518	1.0	1.0	False	False	0.6944444444444444	0.9664179104477612
EOG092618UZ	True	True	0.1404581334158799	0.0278700627537836	923	774	491	466	1.0	1.0	False	False	0.838569880823402	0.9490835030549898
EOG0926195C	True	True	0.1223392582839587	0.0005111167901865	651	559	251	250	1.0	1.0	False	False	0.858678955453149	0.9960159362549801
EOG092619EA	True	True	0.0448479544957339	0.0171201814058956	653	630	183	182	1.0	1.0	False	False	0.9647779479326187	0.994535519125683
EOG092619GP	True	True	0.3050412217867279	0.003379165695642	1057	613	262	228	1.0	1.0	False	False	0.5799432355723746	0.8702290076335878
